Price,Adj Close,Close,High,Low,Open,Volume
Ticker,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS
Date,,,,,,
2022-05-09,225.41543579101562,241.5749969482422,244.6750030517578,237.3000030517578,241.0,16675250
2022-05-10,222.849365234375,238.8249969482422,241.875,238.0749969482422,241.5,14969534
2022-05-11,220.16668701171875,235.9499969482422,240.97500610351562,231.27499389648438,240.02499389648438,21029342
2022-05-12,221.0531463623047,236.89999389648438,238.0,231.0749969482422,234.0500030517578,14573000
2022-05-13,218.650390625,234.3249969482422,239.75,233.5,239.75,16775318
2022-05-16,218.34713745117188,234.0,237.1750030517578,232.5,237.0,7314066
2022-05-17,227.04835510253906,243.3249969482422,244.5,234.14999389648438,235.5,11321450
2022-05-18,224.52896118164062,240.625,247.625,240.3000030517578,245.4499969482422,15390968
2022-05-19,210.48568725585938,225.5749969482422,236.89999389648438,225.0,233.0749969482422,22945978
2022-05-20,214.42808532714844,229.8000030517578,231.10000610351562,227.5,231.0,12731912
2022-05-23,217.41403198242188,233.0,233.89999389648438,228.75,231.89999389648438,14111568
2022-05-24,214.5913848876953,229.97500610351562,234.8000030517578,229.0,234.22500610351562,13779460
2022-05-25,207.5464324951172,222.4250030517578,230.4250030517578,221.60000610351562,230.0749969482422,15481506
2022-05-26,211.5121307373047,226.6750030517578,227.35000610351562,222.0,223.0,11583082
2022-05-27,217.85726928710938,233.47500610351562,233.97500610351562,228.125,230.0,11414472
2022-05-30,222.1962127685547,238.125,240.75,236.5749969482422,236.5749969482422,12291148
2022-05-31,223.03598022460938,239.02499389648438,240.375,235.1999969482422,237.9499969482422,31587004
2022-06-01,219.63015747070312,235.375,239.47500610351562,234.25,239.47500610351562,10514566
2022-06-02,221.21644592285156,237.0749969482422,238.22500610351562,234.0500030517578,235.89999389648438,10535040
2022-06-03,221.84628295898438,237.75,244.0,237.25,239.8249969482422,23269778
2022-06-06,220.77322387695312,236.60000610351562,237.75,232.10000610351562,236.0,13791156
2022-06-07,218.18385314941406,233.8249969482422,235.375,232.5749969482422,235.0,4701342
2022-06-08,219.4668731689453,235.1999969482422,236.0,232.14999389648438,235.52499389648438,5627652
2022-06-09,221.63632202148438,237.52499389648438,238.0749969482422,232.125,233.52499389648438,7402238
2022-06-10,215.0579376220703,230.47500610351562,233.60000610351562,228.14999389648438,233.60000610351562,17453098
2022-06-13,208.12960815429688,223.0500030517578,226.5,222.5,225.02499389648438,14130822
2022-06-14,208.0363006591797,222.9499969482422,226.85000610351562,219.0,220.0,13056384
2022-06-15,205.33029174804688,220.0500030517578,225.3249969482422,219.64999389648438,224.22500610351562,11391596
2022-06-16,197.02561950683594,211.14999389648438,223.375,209.875,223.0,17944686
2022-06-17,189.0475616455078,202.60000610351562,209.375,201.02499389648438,208.0,41550546
2022-06-20,193.45651245117188,207.3249969482422,208.9499969482422,202.0749969482422,204.5,20750838
2022-06-21,198.3553009033203,212.5749969482422,213.375,208.3249969482422,210.0,12187804
2022-06-22,191.87020874023438,205.625,211.35000610351562,205.14999389648438,211.35000610351562,16202862
2022-06-23,195.5093231201172,209.52499389648438,210.39999389648438,205.64999389648438,206.25,19655010
2022-06-24,195.36935424804688,209.375,213.0,207.875,210.5,15362102
2022-06-27,198.23866271972656,212.4499969482422,215.375,212.0,213.5,12447870
2022-06-28,199.3350830078125,213.625,214.5500030517578,207.85000610351562,211.0,12091828
2022-06-29,196.30247497558594,210.375,212.39999389648438,208.6999969482422,210.0,16684176
2022-06-30,194.1096649169922,208.02499389648438,211.5,207.5,210.9499969482422,12123284
2022-07-01,196.88565063476562,211.0,211.60000610351562,205.6999969482422,207.5,8907248
2022-07-04,196.092529296875,210.14999389648438,210.875,208.0,210.47500610351562,6372716
2022-07-05,192.96661376953125,206.8000030517578,211.52499389648438,206.52499389648438,210.5500030517578,11513210
2022-07-06,194.1096649169922,208.02499389648438,209.3000030517578,206.5500030517578,209.3000030517578,10522910
2022-07-07,196.32579040527344,210.39999389648438,211.97500610351562,208.60000610351562,210.0,10706024
2022-07-08,195.5326690673828,209.5500030517578,212.35000610351562,208.27499389648438,212.0,9535432
2022-07-11,191.84689331054688,205.60000610351562,207.5,202.77499389648438,207.375,16689574
2022-07-12,190.8904571533203,204.5749969482422,207.4250030517578,204.0,204.5,9777472
2022-07-13,189.74740600585938,203.35000610351562,206.0,202.6750030517578,206.0,11956780
2022-07-14,187.29800415039062,200.72500610351562,205.3000030517578,200.25,205.3000030517578,13161242
2022-07-15,183.75216674804688,196.9250030517578,202.0500030517578,195.5,200.47500610351562,22328354
2022-07-18,188.8376007080078,202.375,202.85000610351562,198.3249969482422,199.5,13632394
2022-07-19,189.25750732421875,202.8249969482422,203.89999389648438,200.60000610351562,201.5,12897178
2022-07-20,192.26678466796875,206.0500030517578,208.75,203.5500030517578,205.39999389648438,25237412
2022-07-21,193.1532440185547,207.0,208.75,201.3000030517578,204.4250030517578,45382342
2022-07-22,191.68359375,205.4250030517578,208.6999969482422,204.52499389648438,207.875,15468542
2022-07-25,193.52647399902344,207.39999389648438,207.8249969482422,204.27499389648438,205.25,12535662
2022-07-26,189.0475616455078,202.60000610351562,207.6999969482422,202.14999389648438,207.39999389648438,15186298
2022-07-27,189.7240753173828,203.3249969482422,203.6999969482422,200.97500610351562,202.47500610351562,14084158
2022-07-28,194.08633422851562,208.0,208.5,205.4499969482422,205.89999389648438,15898464
2022-07-29,197.67881774902344,211.85000610351562,212.14999389648438,208.89999389648438,210.3000030517578,15919784
2022-08-01,200.15155029296875,214.5,215.4499969482422,211.3000030517578,213.10000610351562,10365748
2022-08-02,200.43148803710938,214.8000030517578,215.8249969482422,212.3249969482422,214.47500610351562,16912426
2022-08-03,201.71449279785156,216.1750030517578,216.5,213.75,214.5,12034938
2022-08-04,203.18414306640625,217.75,220.14999389648438,213.5500030517578,218.52499389648438,17789134
2022-08-05,205.28363037109375,220.0,221.0,218.0749969482422,218.0749969482422,12967586
2022-08-08,203.34744262695312,217.9250030517578,221.39999389648438,217.60000610351562,221.39999389648438,9557496
2022-08-10,200.68807983398438,215.0749969482422,218.0,213.14999389648438,217.5,11329742
2022-08-11,204.5604705810547,219.22500610351562,221.0,218.14999389648438,219.0,9154644
2022-08-12,203.46408081054688,218.0500030517578,219.25,217.5,218.5500030517578,7092398
2022-08-16,203.9306182861328,218.5500030517578,219.89999389648438,218.3000030517578,219.25,4774208
2022-08-17,206.7066192626953,221.52499389648438,222.4499969482422,218.3249969482422,218.625,10401476
2022-08-18,202.97418212890625,217.52499389648438,220.875,217.02499389648438,220.875,16888260
2022-08-19,201.7611541748047,216.22500610351562,221.25,215.5,219.47500610351562,17253908
2022-08-22,195.9525604248047,210.0,215.4499969482422,209.52499389648438,215.4499969482422,12900580
2022-08-23,194.3896026611328,208.3249969482422,209.25,205.0,207.5,17028776
2022-08-24,194.15631103515625,208.0749969482422,209.75,207.1750030517578,208.89999389648438,7429170
2022-08-25,193.71310424804688,207.60000610351562,210.0500030517578,207.47500610351562,209.64999389648438,8753902
2022-08-26,194.66952514648438,208.625,211.25,208.14999389648438,209.25,7904194
2022-08-29,188.6510009765625,202.1750030517578,203.1750030517578,199.5,202.5,23519514
2022-08-30,192.94326782226562,206.77499389648438,207.97500610351562,203.125,204.5749969482422,19750992
2022-09-01,191.49697875976562,205.22500610351562,205.8249969482422,202.4250030517578,204.9499969482422,11778706
2022-09-02,190.21395874023438,203.85000610351562,206.375,203.5500030517578,206.27499389648438,9815080
2022-09-05,189.1875457763672,202.75,204.0,202.0,203.5,18018508
2022-09-06,188.69764709472656,202.22500610351562,203.6750030517578,200.625,203.5,18226162
2022-09-07,190.09730529785156,203.72500610351562,204.4250030517578,200.5,201.0500030517578,12248532
2022-09-08,192.59336853027344,206.39999389648438,207.1750030517578,204.8000030517578,205.0,14064948
2022-09-09,194.62286376953125,208.5749969482422,209.72500610351562,205.6750030517578,208.5,14671342
2022-09-12,196.88565063476562,211.0,212.1999969482422,209.02499389648438,209.9250030517578,11678424
2022-09-13,197.18893432617188,211.3249969482422,213.0,210.75,212.4499969482422,9408334
2022-09-14,194.22630310058594,208.14999389648438,211.35000610351562,204.5,204.5,17583964
2022-09-15,193.64312744140625,207.52499389648438,210.4499969482422,206.625,209.85000610351562,10640314
2022-09-16,187.3912811279297,200.8249969482422,206.375,200.10000610351562,206.375,20192486
2022-09-19,187.53126525878906,200.97500610351562,203.10000610351562,198.5,202.5,13584188
2022-09-20,188.90760803222656,202.4499969482422,204.6999969482422,202.22500610351562,203.0,8989822
2022-09-21,186.97140502929688,200.375,202.9499969482422,199.75,202.9499969482422,19290112
2022-09-22,185.66506958007812,198.97500610351562,200.1750030517578,197.5,199.0,16500324
